Iteration 0
71269.0,90.0
85254.0,8516.0
89278.0,46458.0
86440.0,68428.0
83521.0,87158.0
44397.0,88115.0
4725.0,89034.0
1305.0,58142.0
1169.0,40237.0
2134.0,32980.0
5277.0,21876.0
14594.999999999996,11970.0
29189.0,4754.0

Iteration 1
60583.0,2218.0
75007.0,9669.0
85499.0,18216.0
88210.0,48426.0
85421.0,69826.0
81632.0,74287.0
67284.0,86037.0
58548.0,87423.0
13376.0,83686.0
7136.0,78184.0
3268.0,73889.0
3120.0,49423.0
3631.0,30002.0
13053.0,13947.0
18602.0,10901.0
34665.0,4780.0

Iteration 2
55912.0,6096.0
66811.0,8409.0
69937.0,10953.0
85068.0,26285.0
85589.0,49696.0
85326.0,53626.0
82277.0,62375.0
45046.0,83743.0
23835.0,81138.0
9496.0,76285.0
6685.0,75327.0
5500.0,69619.0
5750.0,51274.0
7843.0,34000.0
15816.0,14717.0

Iteration 3
41160.0,12650.0
79578.0,21971.0
83262.0,28932.0
83760.0,40621.0
78349.0,63904.0
51959.0,78243.0
35910.0,81829.0
20540.0,75870.0
13782.0,70107.0
8066.0,57475.0
16889.999999999996,35287.0
28595.0,15775.0

Iteration 4
29272.0,15917.0
65617.0,24866.0
76962.0,40931.0
78216.0,61954.0
55429.0,74438.0
50616.0,76206.0
24039.0,75103.0
18336.0,71290.0
13693.0,48425.0

Iteration 5
35150.0,20549.999999999996
61693.0,25601.0
69639.0,35528.0
63483.0,62836.0
45086.0,71688.0
30818.0,70234.0
26772.0,68665.0
23823.0,64756.0
19513.0,47020.0
28486.0,27721.0

Iteration 6
41006.0,21787.000000000004
60795.0,27963.0
64030.0,39058.0
63550.0,54599.0
52243.0,67016.0
49523.0,67373.0
36088.0,61132.0
29840.0,36837.0

Iteration 7
53497.0,27517.0
60955.0,48223.0
57894.0,55595.0
53558.0,64482.0
38426.0,60807.0
32235.0,42462.0

Iteration 8
48869.0,31926.0
55201.0,36682.0
54685.0,62172.0
51540.0,62634.0
42412.0,54402.0
35247.0,47302.0

Iteration 9
44455.0,44876.0
54507.0,49524.0
46847.0,56087.0

Iteration 10
48757.0,48480.0

